"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","duration","label","file","strain"
36600,37100,37100,37100,36600,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,38000,38000,37500,38385.6954898874,39500,39500,39500,39500,39500,39500,38874.8584161519,38000,37500,37500,37100,0.0332,"flat","T0000155","SD"
55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400.4998148834,44401.4994446502,44402.9988893004,44404.998148834,44407.497223251,44410.4961125514,44413.9948167352,44417.9933358025,44422.4916697531,44427.4898185871,0.0025,"short","T0000155","SD"
44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,45357.5103645029,45356.1016473939,45382.7948354173,0.0424,"flat","T0000155","SD"
43551.4399894625,43628.0432256438,43704.6464618252,43781.2496980065,43857.8529341879,43934.4561703692,44030.8350074112,44131.9472345743,44209.2890624415,44268.8128719653,44316.4710440981,44358.2159597922,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,45059.1183321614,45333.7392115857,44839.5753047207,44833.4082805325,44827.2412563443,45400,44900,44900,44400,44400,44400,44784.0720870267,0.0291,"flat","T0000155","SD"
38291.4816431523,38308.0719373473,38000,38500,38500,39000,38500,38500,39000,38500,37849.2193644841,38473.9748792972,38490.5651734921,38507.1554676871,38523.7457618821,38540.3360560771,38556.9263502721,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,39000,39000,39000,39000,39000,39000,38500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,38500,38500,38166.205928681,37915.9069865543,0.0998,"flat","T0000155","SD"
40313.7493007299,40400.7881004814,40487.8269002329,40574.8656999844,41902.1466558976,39540.179913515,40835.9820992389,40923.0208989904,41010.0596987419,41097.0984984934,41184.1372982449,40058.3617316968,41065.783019534,41900,42400,42400,41900,41582.1449342451,41554.9234571682,41727.3552123951,42008.459843552,42307.2569942649,42532.7663081598,42594.0074288629,42400,41900,41500,41900,41500,41500,41500,41500,41507.6129038382,41509.4264202282,41506.5267265041,41500,41500,41500,41357.5682397379,41144.6446999455,41000,41000,41000,41000,41250.4583965478,41500,41500,41500,41500,41500,0.0957,"flat","T0000155","SD"
44523.4401460863,44900,44400,44400,44030.559447943,43400.9324132383,42900,42799.1753805448,42900,42943.9405899305,42902.0367548413,42802.7213174724,42674.4271005638,42545.5869268555,42444.6336190876,42400,42400,42312.6123089122,42126.2580392216,41869.4986321615,41570.8955289655,41259.0101708667,40962.4039990986,40709.6384548945,40529.2749794878,40449.8750141119,40500,40500,40000,40000,40000,40000,39899.5144371654,40000,40500,40817.7900128564,40809.4908730986,40500,40000,40000,41000,40500,40500,41000,41000,40500,41000,41900,41900,39697.2091080823,0.1192,"flat","T0000155","SD"
40500.0061546424,40500.0020515475,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,41000,40500,41000,41000,40753.7697805044,40490.8136890187,40219.8973613107,39949.7864331481,40557.314200833,40558.6725601608,40560.0309194885,40561.3892788163,40562.7476381441,40564.1059974719,40565.4643567996,40566.8227161274,40568.1810754552,40569.5394347829,40570.8977941107,39961.9678792059,40500,41000,41000,41000,41000,41000,41000,41000,41000,41500,41500,41500,41000,41000,41462.6366998561,41520.8079886633,0.0204,"flat","T0000155","SD"
43400,43400,43400,42900,42900,42400,41900,41900,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,37500,37500,37500,37500,37500,37100,37100,37100,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,37500,37500,38000,38000,38000,38000,38000,37500,37500,37100,0.0686,"flat-z","T0000155","SD"
42264.6839481041,42219.2473392484,42900,42400,42400,42400,42400,42400,41900,41900,41900,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41500,41500,41500,42400,42400,42900,42400,0.0547,"flat","T0000155","SD"
42900,43400,43400,42900,42900,42400,41900,41900,41900,41500,41500,41500,41000,41000,41000,41000,40500,40500,40500,40500,37500,37500,37100,37100,36600,36600,36100,35600,35600,35600,35600,35100,35100,35100,35100,35600,35600,35600,35600,35600,35600,36100,36100,36600,36600,36600,37100,37100,36600,35676.974448115,0.0691,"flat-z","T0000155","SD"
41000,41000,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40500,40000,40000,40000,40500,40000,40000,40000,40000,40000,40000,40000,40500,40000,40500,40500,40500,40500,40500,41000,41000,41000,41000,41000,41500,41500,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41500,40277.3552581692,0.0512,"flat","T0000155","SD"
42900,42900,42900,42400,42400,42400,41900,41900,41900,41900,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41500,41500,41500,41900,41900,41900,42400,42400,42400,42400,42900,42900,42900,43400,43400,43400,43900,43900,43400,43400,43400,43400,43400,43385.6250137882,0.0512,"flat","T0000155","SD"
52700,52700,52700,52700,52700,52700,52700,53200,53200,53200,53200,53200,53200,53200,53251.9703803366,53355.8780004262,53494.4013289157,53650.2188344518,53806.0089856814,53944.4502512514,54048.2210998087,54100,54100,54100,54100,54100,54100,54100,54100.0100382911,54100.0149257472,54100.0158037442,54100.013813658,54100.0100968646,54100.0057947398,54100.0020486597,54100,54100,54100,54100,54100,54100,54100,54099.9999971296,54099.9999913889,54099.9999827778,54099.9999712963,54099.9999569444,54099.9999397222,54099.9999196296,54099.9998966667,0.0035,"short","T0000155","SD"
45400,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45400,45400,44900,44400,44900,44400,44400,44400,43900,43900,44400,44400,44400,44400,44400,44900,44400,44900,44900,44900,45400,45400,45800,45800,45800,45800,45800,46300,46300,46300,46800,46300,46800,46800,47300,47300,0.0568,"flat","T0000155","SD"
45379.5352275842,44400,44400,44900,45400,45400,45400,44900,44439.5130691084,44180.6295659569,44085.292999008,44115.4468767239,44233.0347075671,44400,44400,43900,43900,43400,43400,43400,43900,44400,44400,44900,44900,44835.6488616552,44906.1426644762,45098.5651350592,45400,45800,46300,46800,46800,46300,46300,45800,45400,45400,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,43900,42375.8255563462,0.1408,"flat","T0000155","SD"
43900,43900,43400,43400,42900,42400,42400,42400,41900,41900,41900,41900,41900,38000,37500,37500,37500,37500,37500,37500,37100,37100,38000,37500,37500,37500,37500,37500,37500,37500,37500,38000,37500,37500,37500,37500,37500,37500,38000,38000,38500,38500,38500,42400,42400,42400,42400,42400,41500,38000,0.0742,"flat-mz","T0000155","SD"
43900,43900,44400,44400,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,44400,44900,45400,45400,45400,45400,45800,45800,46300,45800,46300,46300,46300,46300,46800,46300,46300,45800,45800,45400,43547.985704985,41704.674259764,39859.6693010963,38014.6643424286,36169.6593837609,0.0588,"flat","T0000155","SD"
44108.2461619758,43899.5708696118,50322.683069875,44540.894356625,42400,42400,42900,42400,41900,41900,41500,41500,41000,41000,40500,41000,40000,40000,40000,40000,40000,39500,39500,39500,39500,39500,39000,39000,38030.2250073247,35795.7363097716,32524.7717176742,37639.3120986919,37430.6368063279,37221.9615139639,37013.2862215999,36804.6109292359,36595.9356368719,36387.2603445079,36178.5850521439,35969.9097597799,35761.2344674159,35552.5591750519,35343.8838826879,35135.2085903239,34926.5332979599,34717.8580055959,34509.1827132319,39500,34091.8321285039,33883.1568361399,0.0911,"flat","T0000155","SD"
42900,42900,42400,42400,42400,41900,41900,41900,41900,38500,38500,39000,38500,38500,38500,38500,38000,38000,38000,38000,38000,38000,37500,37500,38000,38000,38500,38500,41900,41900,41900,41900,41900,38500,37100,37961.1690765159,39570.9776321564,40500,40000,39587.6534212768,39621.4416264981,40000,40500,40500,40000,40000,39500,37374.5034171797,40254.4400651988,40313.995051826,0.1285,"flat-mz","T0000155","SD"
38921.1947117779,38000,38500,38500,38500,38500,38688.4628365766,39000,39292.7236451064,39482.5861620937,39500,39500,40000,40000,39500,39500,41900,41900,41900,41900,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,39500,37100,0.1146,"flat-z","T0000155","SD"
41262.9304611753,41256.1867440419,41249.4430269084,41242.6993097749,41235.9555926414,41229.211875508,41000,41500,41500,41605.1400802407,41500,41000,41000,41107.6024071881,41161.3110571171,41172.7010559611,41153.3475098943,41114.8255250906,41068.7102077243,41026.5766639694,41000,40995.578104976,41000,41000,41000,41000,41000,41000,41000,41000,41000,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000.0270829004,41000.0812487012,41000.1624974024,41000.2708290041,41000.4062435061,41000.5687409086,41000.7583212114,41000.9749844147,0.0332,"flat","T0000155","SD"
41352.9779492266,41351.1488249126,41349.3197005986,41500,40283.8994504506,41000,41900,41500,41500,41538.3655112792,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41500,41000,41500,41500,41500,41500,41000,41000,41000,41000,41000,40500,41000,40500,40500,40500,40500,40500,40500,40500,40500,40000,40000,40000,40000,40000,40000,40004.1438018145,40012.4314054435,0.0691,"flat","T0000155","SD"
36100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,37100,37100,37500,37500,37500,38000,37500,37500,37500,37500,37100,37100,37100,37100,37100,37100,37100,37100,37100,37500,38000,38000,38000,38500,38500,38500,38500,39000,39000,39000,39000,39000,39500,39500,39500,39000,0.0834,"flat","T0000155","SD"
39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,38500,38500,38500,38500,38500,38500,37500,37100,37100,37100,37100,37100,37500,37500,38000,38000,38500,38500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38500,38500,38000,38000,0.0727,"flat","T0000155","SD"
37100,37100,37500,37500,37500,37500,37500,37500,37500,37100,37100,37100,37100,37100,36600,36600,36600,36600,37100,36600,37100,36600,36600,36600,37100,37100,37100,37100,37500,37500,37500,37500,38000,37500,37500,37500,37500,37500,37500,37500,37500,37500,38000,38000,38000,38000,38000,38000,38000,38001.1102988592,0.0906,"flat","T0000155","SD"
38000,38000,38000,38500,38500,38500,38000,38000,38000,38000,38000,37500,37500,37500,37500,37500,37500,37500,37100,37100,37100,37100,37100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,37100,36600,36600,36600,36600,36100,36110.8156028369,36068.995151252,0.0501,"flat","T0000155","SD"
37500.0338214474,37500.0221953249,37500.0126830428,37500.0052846012,37500,37499.9968292393,37499.9957723191,37499.9968292393,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37100,37500,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,36600,36600,37100,37100,37100,37100,37100,36600,36174.4728892367,35966.5354295602,35915.6535158844,35961.2930431232,36042.9199061904,36100,36100,36100,36100,36095.5220592451,36086.5661777352,0.0486,"flat","T0000155","SD"
38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38000,38000,38000,38000,38000,38000,37500,37100,37100,37100,37100,37100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,35600,0.0378,"flat","T0000155","SD"
37100,37100,37100,37100,36600,36600,36600,36600,36100,36100,36100,36100,36100,36100,36100,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35100,35600,35100,35100,35600,35600,35600,36189.0096049012,35144.8248137449,35110.8274114047,35076.8300090645,35042.8326067242,35008.835204384,34974.8378020437,34940.8403997035,0.0389,"flat","T0000155","SD"
39789.066386114,39809.3146615026,39000,39500,39500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,40000,40000,40000,40000,40000,40000,40500,40000,40500,40500,40385.9730066017,40389.5414770882,40477.2392460941,40615.6001482538,40771.1580182017,40910.4466905723,41000,41000,40849.7106187664,40500,39906.2252865578,39023.7436212971,0.0727,"flat","T0000155","SD"
40500,40500,41000,41000,41000,41000,40500,41000,40500,40500,40500,40500,40500,40500,41000,40500,41000,40500,40500,40500,40500,40000,40000,40000,40000,40000,40000,39500,39500,40000,39000,39000,39000,39000,38500,39000,39000,39000,39000,39000,38500,39000,39000,38825.897395309,39000,39897.3078140729,41892.8208375278,43853.7253063679,45822.1859240878,47790.6465418078,0.065,"flat","T0000155","SD"
41254.1174728268,41308.7580344209,41356.5685258157,41397.5489470112,41431.6992980075,41459.0195788045,41479.5097894022,41493.1699298007,41500,41500,41500,41500,41408.3057003654,41251.3805870703,41093.7651802401,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40000,40000,40000,40500,39500,40000,40000,39500,39500,39500,39500,39500,39000,39000,39000,39000,39002.5290620602,39000,39000,39004.0464992964,39012.1394978891,39024.2789957782,39040.4649929636,39060.6974894454,39084.9764852236,0.0337,"flat","T0000155","SD"
36593.3024798472,36596.9861159313,36600,36602.3441320535,36604.0185120917,36605.0231401146,36605.3580161222,36605.0231401146,36604.0185120917,36602.3441320535,36600,36600,36608.6230571967,36600,36557.098662577,36533.3968829253,36600,36600,36100,36100,35600,35600,35600,35600,35600,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,34600,35100,35100,35076.2739354379,35208.7735382852,35387.4473773535,35502.2440214543,35443.1120393993,35100,34600,34600,34600,34600,34100,0.0501,"flat","T0000155","SD"
41559.9293762116,40500,40500,41037.4558601322,41500,41500,41500,41639.2234774376,41854.6487728352,42067.3574794916,42198.4311907054,42168.9514997753,41900,41500,41500,41500,41489.417972567,41493.6635114743,41500,41500,41500,41500,41500,41500,41500,41688.166940019,41900,41900,41900,42400,41900,42400,42400,42400,42400,42900,42900,42900,43400,43400,43400,43400,43400,43900,43400,43400,43400,39500,38500,38500,0.1024,"flat-z","T0000155","SD"
41900,42400,42900,42900,42900,42900,42400,42900,42400,42400,42400,42400,42400,42400,42400,39500,39500,39500,39500,39000,39000,39000,38742.6668471872,38500,38500,38527.0544618934,38525.2451979927,38510.8133350956,38500,38500,38500,38500,38409.9969029995,38500,39000,39500,39500,39500,39500,39500,39500,39500,40000,40000,40000,40000,39500,39500,39500,39500,0.0849,"flat-z","T0000155","SD"
39000,39000,39000,39000,39000,39000,39000,38500,38220.6565298745,38248.2125132175,38401.6622399519,38500,38500,38500,38000,38500,38500,38500,38500,38500,38500,38500,38000,38000,38500,38000,37758.459487801,37893.9219244479,38000,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38000,38000,38000,38500,38500,38500,39000,0.0757,"flat","T0000155","SD"
41993.6125622184,41741.7896977407,41489.966833263,38500,42887.8422307671,40734.4982398298,40482.6753753521,40230.8525108743,39979.0296463966,39727.2067819189,41451.3467428208,39716.9982115682,38454.2027668466,38000,38500,39000,38000,37063.164288202,36611.5188730033,36536.3022792184,36728.7530316615,37080.1096551469,37481.6106744889,37824.4946145019,38000,37938.9605407153,37730.5906860506,37503.7000703263,37387.0983278628,37509.5950929806,38000,38500,38000,38500,38000,38000,38500,38500,38500,38500,38500,38500,38500,38583.4405604084,38500,38097.9172643148,38000,38500,38000,35175.8769413411,0.0793,"flat","T0000155","SD"
38000.0870820639,38000.0290273546,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38500,38000,38500,38000,38000,38000,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,38500,39000,39000,38500,38500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,38500,38500,39000,38633.8775081571,0.0727,"flat","T0000155","SD"
37905.6698190262,38500,38500,38500,39000,39000,38500,38500,38500,38342.012235803,38134.3408011384,38000,38000,38000,38000,38000,38000,38000,38000,38000,38341.8011487177,38500,38000,37490.8000481317,37500,38000,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,39000,38500,38087.5761448142,38112.4961969994,38500,39000,39000,39000,38814.2712004474,38842.0033778125,0.0916,"flat","T0000155","SD"
38000,38000,38000,38000,38500,38000,38000,38000,38000,38002.1794105096,37997.8231611569,38000,38000,38000,38000,37500,38000,38000,38000,38062.4072808294,38126.2424608999,38185.7694712602,38235.2522429592,38268.9547070457,38281.1407945686,38266.0744365766,38218.0195641186,38131.2401082435,38000,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,39000,39000,38500,38500,38500,37905.7364540421,37308.2340178017,36711.1435562453,0.0675,"flat","T0000155","SD"
38000,39000,39000,39000,39000,39000,39000,38500,39000,39000,39000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38000,38500,38000,38000,38352.3639873,38343.2553079362,39169.8443540313,0.0768,"flat","T0000155","SD"
37870.0721312319,39000,39500,39606.2950820199,39500,39500,40000,40000,40000,40000,40000,40000,40000,40000,40000,39500,39500,39500,39500,39500,39000,39000,39000,38500,38500,38500,38500,38500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,37999.9991958283,37999.9988251813,37999.9987887784,37999.9989873393,37999.9993215835,37999.9996922306,38000,38000.0001621581,38000.0001621581,38000,37999.9996756838,0.0471,"flat","T0000155","SD"
39242.2895962687,39184.8301187321,38500,39000,39000,39000,39000,39000,39000,38966.8095935192,39000,39000,38500,38500,38411.7638677173,38138.6941038489,37859.7424061219,37753.8604722633,38000,38500,38500,38500,38500,38500,38000,38500,38500,38500,39000,38500,38000,38500,38500,38500,38500,38500,38500,38500,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,0.0803,"flat","T0000155","SD"
39196.3119993111,39098.1559996556,39032.7186665519,39000,39000,39030.0477549966,39076.7887072135,39124.1973873193,39156.2483259823,39156.9160538711,39110.1751016542,39000,39000,39500,39500,39500,39500,39500,39000,39500,39500,39500,39000,39500,39500,39500,39500,39500,39500,39500,39500,39770.8100618723,40317.8892051934,41056.0237459178,39838.1964751459,39864.6279256227,39891.0593760995,39917.4908265764,39943.9222770532,39970.3537275301,39996.7851780069,40023.2166284837,40049.6480789606,40076.0795294374,39748.1950916171,40128.9424303911,40155.3738808679,40181.8053313448,40208.2367818216,40234.6682322984,0.022,"flat-z","T0000155","SD"
38805.2687582716,38653.5979770811,38501.9271958905,38350.2564146999,38198.5856335093,38046.9148523188,37895.2440711282,37743.5732899376,38000,37500,37500,37100,37100,36600,36600,36100,35997.0697217906,36184.6907151326,36100,35600,35600,35600,36100,35600,35600,35319.3462818803,35600,36600,35600,36100,35600,35222.5495860872,35313.6080095923,35600,35853.0160398511,36021.8096239106,36100,36100,36100,36159.3967920298,36328.1903760894,36656.3807521787,37193.9679202979,37990.9518804468,36888.728236642,36968.2688720259,37047.8095074099,37127.3501427939,37206.8907781779,37286.4314135618,0.0691,"flat","T0000155","SD"
46089.520374338,45292.2060916579,44494.8918089778,43697.667163175,42900,42509.1109456083,42400,42400,42400,42900,43400,43400,42400,42900,42400,42400,42400,42400,42900,42400,42900,43400,43400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,43400,43400,43400,43400,43400,43400,43400,43900,43900,42900,43454.168840633,43478.0198361043,43501.8708315755,43525.7218270468,43549.5728225181,0.0215,"flat","T0000155","SD"
37100,37100,37500,37500,37100,37500,37100,37100,37100,37500,37500,37500,37100,38035.1645161984,39773.8637930516,41000,41000,41000,41000,41000,41500,41500,41500,41500,41500,41500,41000,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,0.0353,"flat-z","T0000155","SD"
42400,42900,42900,42900,42400,42400,42400,42400,42400,42400,41900,41900,41900,41900,42400,41500,41500,41649.3822371576,41617.7938600791,41500,41500,41900,41900,41500,41500,41900,41900,41900,41900,41500,41900,41900,41900,41900,41900,41900,41900,41900,42400,41900,42400,41900,41900,42400,42400,42400,42400,42400,41900,42327.8842670916,0.0634,"flat","T0000155","SD"
46424.7818216428,44912.3909108214,43400,42900,42900,42900,42900,43400,43400,43400,42900,43900,43900,43900,43900,43900,43900,43715.4782761398,43400,43400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,46300,46300,45800,45800,46300,46300,46300,45800,46300,0.0184,"flat","T0000155","SD"
45093.1191705472,44775.6940274417,44515.9825467189,44111.9869100391,43765.7049357423,43477.1366238282,43246.2819742969,43073.1409871485,42957.7136623828,42900,42900,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43421.7001772681,43462.5981789583,43512.1413470394,43559.7770234805,43594.9525502505,43607.1152693185,43585.7125226534,43520.1916522242,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43899.9789602136,43899.9368806409,43899.8737612817,43899.7896021362,43899.6844032043,43899.558164486,43899.4108859814,0.0122,"flat","T0000155","SD"
38907.7008814489,38953.8504407244,38984.6168135748,39000,39000,39000,39000,39000,39500,39500,39500,39500,39000,39000,39000,39500,39500,39000,39000,39000,38500,39500,39000,39000,39000,39000,39000,38500,38500,38500,38500,38500,38391.0682457186,38201.7485839005,38000,38000,38500,38500,38500,38500,38000,38263.7639832158,38229.8519890432,38195.9399948706,38162.0280006981,38128.1160065255,39000,38060.2920181803,38026.3800240077,37992.4680298351,0.0696,"flat","T0000155","SD"
44895.5649809735,44900,44900,44900,44900,44900,44900,44400,44400,43900,43900,43900,43400,43400,42900,42900,42900,42900,42400,42400,42400,41900,41900,41900,41500,41500,41500,37500,37500,37500,37500,37500,37500,37504.2095446262,37500,37485.8053672721,37478.6015670957,37500,37500,37500,38000,37500,37500,37500,37100,38000,37500,37100,36600,35620.0992272915,0.0727,"flat-z","T0000155","SD"
43843.4767556685,43900,43900,43900,43900,43400,43400,43400,42900,42900,42400,42400,42400,42400,41900,41900,41900,41900,41900,41900,41500,41900,41000,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,40419.0598923242,40745.6997154686,0.0773,"flat","T0000155","SD"
84922.3444689697,84911.1722344849,84903.7240781616,84900,84900,84900,84891.1553143662,84900,84900,84900,85400,85400,85400,85400,85400,85400,84400,84400,41900,41900,41900,41900,41900,41500,41234.2346952779,41123.2961049586,41095.2401670004,41078.1228193614,41000,41000,41500,41500,41500,41223.9427557466,40708.3374512958,40165.6623050717,39808.3955354984,39849.0153609998,40500,41500,41500,41500,41639.3172585175,41500,41000,41000,41000,41226.720549968,40000,35100,0.0829,"flat","T0000155","SD"
37100,37100,37100,37100,37100,37100,37500,37500,37500,38878.9770945261,40825.3229923716,41900,41500,41500,41500,41500,41500,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,41900,41900,41900,41900,0.0471,"flat-z","T0000155","SD"
36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,36854.33179371,37060.6930869936,37058.425380474,0.024,"flat","T0000155","SD"
41000,41500,41900,41900,41900,41900,41900,41900,41900,41900,41900,42400,42400,42400,42400,41900,41500,39718.458964945,37500,41572.7333502611,41816.2882066106,36891.4250927253,38261.5296343119,40030.1929716095,41964.6615288413,43832.1817302304,45400,46300,46300,46800,46800,46800,46800,46800,46800,46800,46300,46300,46300,46300,46300,46300,46800,46800,46800,46800,46300,46300,47888.3805912901,48879.3790407464,0.0819,"flat-z","T0000155","SD"
42673.2542825523,42816.7655080963,42400,42900,42900,42900,43400,43900,43900,44400,44900,44900,44400,44109.3184964863,44138.5124505553,44393.7928883603,44781.3708360541,45207.45731979,45578.263365721,45800,45800,45800,46300,46300,46300,46300,46800,46300,46800,46800,46800,46800,47300,47300,47300,47800,47800,47800,47800,47800,47800,47800,47300,47300,46800,46300,46300,45800,45400,45811.0119152514,0.0604,"flat","T0000155","SD"
41000,41500,41500,41000,41500,41500,41500,41500,41900,41900,41500,41000,45400,46300,46227.0657685272,46300,46300,46300,46300,46800,46800,47800,47300,47800,47800,47300,47300,46800,46800,46300,45800,45800,45400,45400,45400,44900,44400,44400,41900,41500,41500,41500,41000,40500,40500,40500,41000,41000,40500,40500,0.0901,"flat-mz","T0000155","SD"
42400,42400,42400,42400,42400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,44400,44400,44900,44900,44900,44900,45400,45800,45400,45400,46300,46300,46300,46300,46300,45800,45800,47394.4461268793,0.0256,"flat","T0000155","SD"
40589.3131041887,40500,40500,41500,41000,41000,41000,41000,41000,41000,41000,41500,41500,41500,41900,41500,41900,42400,42400,42400,41900,41900,41900,41900,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41500,41000,41500,41000,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500.0078074021,0.064,"flat","T0000155","SD"
36177.1365055806,35946.2819033484,35773.1409516742,35657.7136505581,35600,35600,35600,35600,36100,36100,36100,36100,36100,36100,36100,36100,36100,36117.5990815314,36152.6138647042,36198.8596891241,36250.1518943971,36300.3058201291,36343.136805926,36372.4601913937,36382.091316138,36365.8455197649,36317.5381418803,36230.98452209,36100,36100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36599.9998916498,36599.9996749493,36599.9993498986,36599.9989164977,36599.9983747466,36599.9977246453,0.0138,"flat","T0000155","SD"
39000,39500,40000,40000,40000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,40000,40500,40000,40000,40000,39500,39500,40000,40000,40000,40000,39500,39500,40000,40000,40000,40000,40000,40000,40000,40500,40500,41000,44400,44400,44400,44900,44900,45400,45400,44400,41966.6303090249,0.0993,"flat-z","T0000155","SD"
39000,39000,39155.9317428118,39418.9739812982,39738.4200067738,40063.5631105527,40343.6965839493,40528.1137182781,40566.1078048532,40406.9721349891,40000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39000,39000,39500,39500,39345.7875240451,39500,40000,40000,40000,40000,40500,40500,40500,40500,40500,40500,40500,40500,40000,40500,40500,40500,40000,38398.510261478,0.1054,"flat","T0000155","SD"
