"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","duration","label","file","strain"
51481.9981030349,49372.7992412139,48300,47963.600379393,48063.600379393,48300,48300,47800,47800,48300,48155.5436276798,47800,47800,47656.5741897998,47800,48300,47800,47800,47800,48300,48300,48114.3427161447,47800,47800,48300,48300,47800,48300,48300,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47932.4382600362,48138.8243472958,48300,48300,0.0583,"flat","T0000085","SD"
39426.0158691217,39418.7165500863,39411.4172310508,39404.1179120154,39396.8185929799,39000,39500,39500,39000,39500,39500,39500,39500,40000,39500,39000,39500,39500,39500,39500,39500,39373.8445556222,39170.243027248,39000,38944.3842154363,38966.5210408576,39000,39000,38996.9149561832,38998.1580656278,39000,39000,39000,39000,39000,39000,39000,39000,39068.8280287685,39194.6477634903,39339.0670160698,39463.6935984116,39530.1353224201,39500,39335.3417601192,39000,38458.260433928,37925.320001851,37391.2874450654,36857.2548882798,0.0332,"flat","T0000085","SD"
40466.7181383613,40476.2272416866,40484.1514944578,40490.4908966747,40495.2454483373,40498.4151494458,40500,40500,40500,40500,40500,40500,40233.7165115044,39937.149290163,40000,40500,40500,40000,40000,40030.8027511831,40000,40000,40000,40000,40000,40000,40000,39500,40000,40000,39965.9557660817,40000,40000,40120.9372847786,40000,39500,39500,39500,39500,39500,39500,39500,39000,39000,39500,39000,39000,39000,38895.785522339,38833.378044396,0.0517,"flat","T0000085","SD"
52700,53200,53200,53700,53700,53700,53200,53195.2606745738,53200,52700,52700,52700,52200,52200,52200,51700,51700,51700,51700,51200,51200,51200,51200,50700,50700,50200,50200,50200,49800,49800,49864.2526595858,49852.0524310884,49776.0123085917,49648.7452861797,49482.8643579362,49290.9825179452,49085.7127602906,48879.6680790563,48685.4614683261,48515.7059221841,48383.0144347141,48300,48300,48453.1999794902,48666.3123164051,48800,48800,48911.327395996,49300,50091.0178120121,0.0783,"flat","T0000085","SD"
54100,54100,53700,53700,53700,53700,54100,54100,54100,54100,54053.4800151002,54025.7947136494,54100,54331.8950163222,54668.2518560574,55028.5858504648,55332.4123308036,55499.2466283329,55448.604074312,55100,54600,54600,54600,54600,54600,54600,55100,54600,55100,55100,54600,53774.2833844309,55069.6939697376,55105.9196372989,55142.1453048602,55178.3709724214,55214.5966399827,55250.822307544,55287.0479751053,55323.2736426666,55600,55395.7249777891,55431.9506453504,55468.1763129117,55504.401980473,55540.6276480343,55576.8533155956,55613.0789831568,55649.3046507181,55685.5303182794,0.0179,"flat","T0000085","SD"
52642.2649823469,52700,52700,52700,52700,52200,52200,52200,52200,52200,52200,51700,51700,51700,51700,51700,51700,51700,51200,50700,51200,50700,50700,50700,50700,50700,50200,50200,50200,50200,50200,49800,50200,49800,49800,49800,49800,49800,49300,49300,49300,49300,49300,49284.5585626185,49253.6756878555,49207.3513757111,49145.5856261851,49068.3784392777,48975.7298149887,48867.6397533183,0.0317,"flat","T0000085","SD"
38631.1057300404,39035.8115053216,39440.5172806028,34485.9626798479,37792.5134292522,39672.1925359696,40500,40650.9358213435,40500,40500,41000,41000,40500,41000,42035.2947007734,43319.4805611822,44776.8741587482,46331.7920709932,47908.5508754387,49431.4671496066,50824.8574710186,52013.0384171964,52920.3265656617,53471.0384939362,53589.4907795418,53200,52700,53200,52700,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,51700,51700,53292.5226928567,57477.5680785703,57247.5713929756,57652.2771682568,58056.982943538,58461.6887188192,0.0343,"step up","T0000085","SD"
41000,41000,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,40500,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,40500,40500,40500,40500,40000,40000,40242.7678113306,40342.7678113306,40000,39967.4888270882,39924.4109200221,39881.3330129561,39838.2551058901,39795.177198824,39752.099291758,39709.0213846919,39665.9434776259,39622.8655705599,39579.7876634938,0.067,"flat","T0000085","SD"
42670.3732656313,46800,46800,46300,42900,41900,41500,41000,40458.0873229763,40000,39787.6132817635,40000,40500,40500,40942.8204178106,41500,41500,41000,40753.6357645258,40798.6662344474,40944.3635871454,41000,41000,41500,41954.170430796,42201.1710850268,42270.6334739336,42192.1891087576,41995.46950074,41710.1061611222,41365.7306011453,40991.9743320506,40618.4688650793,40274.8457114727,39990.7363824719,39795.7723893183,39719.5852432531,39791.8064555175,40042.0675373527,40500,41000,41000,41000,40613.5988482351,40000,39500,39272.7224320303,39500,40381.832703909,42118.2205437573,0.2094,"flat-z","T0000085","SD"
41000,41500,42400,42400,42400,42400,42400,41900,41500,41500,41000,40500,40000,40000,40000,40000,40000,40000,40000,40500,40500,41000,41000,40500,41000,41000,41000,40500,40500,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40000,40000,40000,40000,40000,40000,39500,39500,39500,39500,39000,0.1909,"flat","T0000085","SD"
39500,40000,39865.1964565288,39500,39232.2534651905,39000,38705.7896827091,38500,38500,38500,38433.9668067024,38324.2178702917,38200.982693877,38094.4907805669,38034.9716334704,38052.6547556962,38177.7696503532,38440.5458205503,38871.2127693963,39500,40000,39500,39500,39500,39500,39500,39489.7465888681,39500,39500,39500,40000,40000,40500,40500,41000,41500,41500,41500,41900,41500,41500,41500,41500,41000,41000,40500,40000,39500,38500,38104.5446378369,0.2206,"flat","T0000085","SD"
40000,39995.9873793991,40000,40000,40000,40000,39500,39212.3064934624,39229.6621656817,39382.1867550602,39500,39500,39500,39500,40000,39500,39500,40000,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,40540.7682769456,40572.8313393879,40500,40500,41000,40500,40500,40500,40500,40500,40500,40500,40356.0526554425,40142.0238157994,40000,40000,40000,40000,40000,41000,40136.8796732823,0.1172,"flat","T0000085","SD"
40339.6200272968,40500,40500,40500,40500,40000,43437.5865957942,40000,40000,39594.1591006216,39500,39500,39500,39000,39000,39000,31878.256581593,39000,38331.0930897218,38383.9032469223,38500,38500,39000,39000,39000,39000,39000,39000,39000,39000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500.0000001521,0.1111,"flat","T0000085","SD"
44651.7239416482,44543.3147525347,44434.9055634211,44326.4963743075,54935.9289534579,48921.5573720747,45010.7786860374,42803.5928953458,41900,41900,41900,41500,41500,41500,43133.9952940583,40500,40000,47418.1234082702,46752.1440979247,42710.0927386168,40000,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,41000,41000,41000,41000,40942.2863405987,0.1269,"flat","T0000085","SD"
41438.3397253054,41500,41500,41500,41500,41000,41000,40377.2485408795,40000,40500,40000,40000,40000,39737.9714350361,39500,39500,39500,39500,39500,40000,40000,39500,40000,40000,39500,40500,40000,40000,39500,39500,40000,40039.2159506336,39500,38500,39154.7033729458,39099.5220940018,39044.3408150578,38989.1595361137,38933.9782571697,38878.7969782257,38823.6156992817,38768.4344203376,38713.2531413936,38658.0718624496,38602.8905835055,38547.7093045615,38492.5280256175,38437.3467466735,38382.1654677294,38326.9841887854,0.1402,"flat","T0000085","SD"
43400,43400,42900,42900,42900,42400,42400,42400,41900,41900,41900,41900,41900,41900,42400,42400,41900,41362.4440605518,42159.4882266186,42194.2180889127,42228.9479512067,42263.6778135008,42298.4076757949,42333.137538089,42367.867400383,42402.5972626771,42437.3271249712,42472.0569872653,42506.7868495593,42541.5167118534,41483.1245402107,42138.3453839253,42900,43400,42900,43400,43400,43035.7967769151,42900,43261.2789964772,43400,42900,42900,42900,42900,42400,42900,42900,42900,43567.7451373889,0.0849,"flat","T0000085","SD"
46300.0406378161,46300.0290270115,46300.019351341,46300.0116108046,46300.0058054023,46300.0019351341,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46800,46300,46300,46494.6097387689,46660.7420085638,46795.6976479456,46896.7774954752,46961.2823897133,46986.513169221,46969.770672559,46908.3557382882,46799.5692049695,46640.7119111638,46429.0846954319,46161.9883963347,45836.7238524332,45450.591902288,45000.8933844602,44484.9291375106,43900,45801.8780783797,45779.3766821403,44443.8236270115,45868.3450372174,46800,46800,46800,46800,46800,46800,47300,48829.6930542751,0.0732,"flat-mz","T0000085","SD"
22847.0520938094,29320.6975822267,35310.1996843971,43166.1198106383,48433.0599053191,51611.0199684397,53200,53700,53700,53700,53200,53200,52700,52200,52200,51700,51700,51700,51200,50200,50200,46606.6209949763,42900,42900,42900,42900,42900,43400,43400,43400,43400,43900,43900,43900,43900,43900,44400,44400,43900,43900,43900,43900,43400,43400,43400,43400,43900,43900,42311.6407706143,38134.9223118429,0.0583,"","T0000085","SD"
43213.3683779547,43191.6225103328,43169.876642711,43400,42900,42900,42900,43400,43400,43400,43400,43400,42900,43400,42900,43400,42900,42900,42900,42400,42183.9455439547,42270.9179860098,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,0.0343,"flat","T0000085","SD"
45800,45800,45798.0234994769,45800,45800,45800,45800,45400,45400,45580.5075293468,45797.5444258341,46025.7032160052,46239.5764264037,46413.7565835729,46522.8362140562,46541.4078443972,46444.0640011391,46205.3972108256,45800,45400,45400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44399.9942767088,44399.9828301265,44399.9656602529,44399.9427670882,44399.9141506324,44399.8798108853,0.0215,"flat","T0000085","SD"
51200,50949.4222645043,50799.2296860057,50724.4222645043,50700,50700,50700,50700,50700,50700,50700,50200,50200,50200,50200,50200,50700,50700,50700,50700,50700,50700,50700,50700,51200,50700,51200,50700,51200,50700,50700,50700,50700,51200,50700,50700,50910.4494428223,51093.2734730619,51220.8727818905,51265.6480604793,51200,51200,51700,51700,51700,51700,51700,51700,52200,52106.4703846101,0.0399,"flat","T0000085","SD"
42400,42400,42400,42400,42400,41900,41900,41900,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,41000,41000,0.1034,"flat","T0000085","SD"
42400,41500,41000,40500,40000,40000,39500,39500,39000,39000,39000,39500,39500,39500,39500,39500,39500,39500,39505.7191807,39514.809468024,39522.7355780204,39524.9622267376,39516.9541302238,39494.1760045276,39452.0925656971,39386.1685297807,39291.8686128269,39164.6575308838,39000,38840.1757038464,38914.7241965849,39500,40646.3386826265,41500,41500,41500,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,40000,40000,40500,41000,0.2836,"flat","T0000085","SD"
40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,40500,40000,40500,40000,40000,40000,40500,40000,40000,40500,40500,40500,40000,40000,40500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,39500,39500,39500,39500,40000,40000,40500,39786.7830922621,0.0977,"flat","T0000085","SD"
40501.4135125678,40500,40500,40500,40500,40500,40500,40500,40000,40500,40500,40500,40000,40000,40000,40000,40000,40000,40000,39500,39500,40000,40500,39500,40500,39500,39500,81500,80500,81000,81000,80500,81000,61464.9619871923,38193.8167408302,39000,81000,72355.4540873785,74030.1779930426,75704.9018987068,77379.6258043709,79054.3497100351,80729.0736156992,82403.7975213633,84078.5214270275,85753.2453326916,87427.9692383558,81999.9999999999,90777.4170496841,92452.1409553482,0.0926,"flat","T0000085","SD"
41912.2354016119,41900,41900,41900,41900,41900,41500,41500,41562.3137145146,41559.3770655639,41526.7518838312,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41900,41900,41900,41500,41900,41900,41900,41900,41900,41900,41900,42400,42400,42400,42400,42400,42418.9036067352,42465.187997444,0.0332,"flat","T0000085","SD"
44400,43283.8354797272,43400,43900,43900,42900,42900,42900,42400,42400,42400,42400,42400,41900,41900,41900,41900,41500,41500,41500,41500,41500,41500,41423.9506500639,41274.6877407926,41082.777849203,40878.7875523121,40693.2834271366,40556.8320506936,40500,40522.4213290816,40500,40500,41000,41000,40500,41000,40779.2765309349,40500,41000,41000,41000,41000,41900,41500,41900,41500,41900,41789.7774086886,41867.0539905388,0.0481,"flat","T0000085","SD"
52700,52200,52200,51700,51200,50700,50200,49300,49300,48800,48377.6500776211,48300,48300,47800,47800,47300,47300,47300,47300,47300,47300,47300,47800,48300,48800,48569.3967458119,47649.5400419995,46356.5509520374,45006.5505394003,43915.6598675629,43400,43400,42900,42400,41900,41500,41000,40556.6813561391,40225.1352344479,40000,39832.4745612279,39500,39000,39000,39066.9739751171,39065.7989930975,39031.7245145292,39000,39000,39037.5994246272,0.1372,"flat-z","T0000085","SD"
50696.1533109957,50200,50200,50200,49800,49800,49300,48300,47800,47800,47300,47300,46800,46077.3248713813,45344.8447830317,44656.7159933351,44067.094760675,43630.1373434354,43400,43400,43400,42900,42400,42400,42400,42400,42400,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,42400,42400,42400,42400,42400,42900,42900,42900,43400,42900,0.0839,"flat-z","T0000085","SD"
45400,45400,45800,45800,45800,45800,45548.592407959,45171.5482971406,44900,44900,44900,44400,44400,44400,43900,43900,43400,43400,43400,42900,42900,42400,42400,41900,41900,41900,41900,41962.1486883527,42086.4460650582,42272.8921301164,42521.4868835273,42832.230325291,43205.1224554074,43640.1632738765,44137.3527806984,44696.690975873,45318.1778594004,46001.8134312804,46747.5976915132,47555.5306400988,47617.6793284515,48145.9431794498,48674.207030448,49202.4708814462,49730.7347324445,50258.9985834427,50787.2624344409,51315.5262854392,51843.7901364374,52372.0539874357,0.0645,"flat","T0000085","SD"
51893.4019912556,51968.9626585596,52044.5233258636,55763.4109050729,52700,52200,52700,52700,52200,52200,52200,52068.7936719944,52200,52700,52700,52700,52700,52700,52578.9170868893,52389.3825970302,52244.0600869171,52255.6131130447,52536.7052319075,53200,54167.6795100852,54600,54100,54100,54100,54100,54600,54600,54600,54600,54600,55100,54600,55100,55100,55600,55268.1404394274,54600,54600,55100,54600,51541.4806128932,48499.8111452219,45456.0211266612,42412.2311081005,39368.4410895398,0.0353,"flat","T0000085","SD"
43113.232301879,43407.1361171489,43701.0399324188,44358.0140066308,45087.0210099462,44987.0210099462,44458.0140066308,43900,43900,45255.4336527663,46800,47300,47300,47300,47300,47300,47424.2086081146,47648.6497231063,47902.6278335117,48115.4474278673,48216.4129947096,48134.829022575,47800,47300,47300,47800,47300,46927.8189829907,46800,46672.9689749083,46800,47300,47478.9343881422,47269.690676601,46826.5317047008,46303.7203117661,45855.5193371214,45636.1916200912,45800,46300,46300,45800,46800,46300,45800,47137.6770485983,45859.7575482568,45786.9085740406,45714.0595998243,45641.2106256081,0.0962,"flat-z","T0000085","SD"
43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,43900,43900,43900,43900,43900,43900,43900,43400,43900,43400,43400,43400,43400,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43399.8990727488,43399.6972182463,43399.3944364925,43398.9907274876,43398.4860912314,43397.8805277239,43397.1740369652,43396.3666189553,0.0199,"flat","T0000085","SD"
42975.5863034418,41500,41000,41000,41000,40500,40371.2036984919,40500,40510.9916427829,40430.3117286113,40384.4759501341,40500,40813.2507764383,41000,41000,41500,41500,41570.3414669192,41682.750901232,41500,41000,41000,41000,40500,40000,40000,39500,39500,39000,38751.8200981945,38841.4671355324,39000,39000,39000,39500,39500,39500,39500,39500,39000,39000,39392.4158345805,40000.2389480889,40739.1891309552,41524.9861736091,42273.3498664808,42900,43400,43900,43900,0.2094,"flat","T0000085","SD"
50993.7099471121,51008.133502918,51022.5570587239,51036.9806145298,51051.4041703357,51065.8277261417,51080.2512819476,51094.6748377535,51109.0983935594,50700,50700,50564.4518291318,50700,51200,51200,51200,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51200,51200,51200,50700,51200,51200,51200,51200,51200,51200,51343.5737083612,51593.4575223954,51851.8467503393,52020.9367004301,52002.9226809047,51700,51200,51200,51700,51700,51700,51700,51700,51714.5264932666,0.0609,"flat","T0000085","SD"
38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,0.0552,"flat","T0000085","SD"
45274.1663775733,45274.7322592999,45275.2981410265,45275.8640227531,45276.4299044796,45276.9957862062,45277.5616679328,45278.1275496594,45278.693431386,44866.1265965583,45400,45400,45400,45800,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45800,45800,45800,45800,45800,45800,46300,46300,46300,46300,46800,46800,46800,47300,47300,46800,0.0691,"flat","T0000085","SD"
42333.3957246637,42889.9589163668,43400,44400,44400,43900,43900,43900,43400,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,41900,42235.1690791436,42187.7818084489,42140.3945377543,42093.0072670597,42045.6199963651,41998.2327256705,41950.8454549759,41903.4581842813,0.0168,"flat","T0000085","SD"
